child_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
ID_49Q0B09ZE,45.86733315943616,child_observe_total,child_age,child_age_group,child_observe_concentrated,child_height,child_observe_diligent,child_observe_general,child_observe_attentive,child_dob_month,id_facility,child_date_month_std_enum,pri_time_open_minutes_mean_enum,child_observe_interested,child_dob_day_std_enum,count_register_year_2020
ID_OFDARJRN8,25.666299655998426,child_height,child_age_child_height_multiply,child_gender,count_register_year_2020,obs_materials_12,child_years_in_programme,child_age_child_height_divide,teacher_emotional_total_mean_enum,teacher_emotional_understand,child_zha,quintile_std,pri_year_mean_enum,teacher_selfcare_total_std,count_children_present,pra_agency_choice
ID_SUUJWQCUK,59.958277434978804,child_observe_total,child_age,ses_proxy,child_observe_concentrated,child_observe_attentive,child_observe_diligent,child_age_group,pri_fees_amount,pri_fees_amount_pv_pri_fees_amount_multiply,child_age_child_height_divide,child_gender,child_date_month,ward_best,ses_cat,count_staff_qual_nqf4_5_std_enum
ID_LSRZPR784,50.91129802934092,teacher_emotional_total,child_observe_diligent,child_observe_total,child_observe_total_mean_enum,child_date_month,child_observe_attentive,teacher_emotional_total_pri_fees_amount_multiply,child_dob_day,child_gender,child_observe_total_mean,child_years_in_programme,teacher_social_nonaggressive,pri_fees_amount_mean_enum,count_register_race_coloured_std_enum,count_register_year_2020
ID_W0L3EEXNX,37.74046660737645,child_observe_total,teacher_emotional_total,child_observe_diligent,child_observe_concentrated,child_observe_attentive,child_gender,teacher_social_total,teacher_emotional_understand,teacher_emotional_selfstarter,teacher_social_cooperate,teacher_emotional_met,teacher_social_peers,count_register_year_2020,teacher_social_nonaggressive,obs_toilet
ID_O5WURWYLF,41.61378656951096,child_height,child_observe_total_mean_enum,count_register_race_other_std_enum,child_zha,child_observe_total_mean,child_gender,count_register_year_2020,count_children_present,child_date_day_mean_enum,pri_fees_amount_mean_enum,count_staff_time_full_mean,child_observe_general,count_register_race_other_std,count_staff_qual_nqf6_9_std,child_months_enrolment
ID_EQAZQ4SZ7,66.71589350395342,child_observe_total,child_observe_concentrated,child_age_group,child_age,child_observe_diligent,child_observe_attentive,child_zha,child_height,child_gender,child_observe_interested,child_observe_general,child_date_month,child_date_month_std_enum,count_register_year_2017_mean,child_date_day_mean_enum
ID_UXL36DZL7,58.90336779874205,teacher_emotional_total,child_height,child_dob_month,child_age,teacher_emotional_total_pri_fees_amount_multiply,child_observe_total,child_observe_diligent,teacher_emotional_total_pri_fees_amount_pv_multiply,child_zha,child_observe_attentive,child_date_month,count_register_year_2013_std_enum,child_gender,pri_fees_amount_mean_enum,child_date_day_mean_enum
ID_WCDXTO0HT,32.91281657524719,child_height,obs_materials,child_zha,count_register_race_african_std_enum,count_register_race_std_enum,pri_fees_amount,count_register_year_2020,child_months_enrolment,pri_fees_amount_mean_enum,count_staff_gender_female_std_enum,count_children_present_mean_enum,count_staff_gender_female_std,count_register_race_coloured_mean_enum,teacher_emotional_total_mean_enum,quintile_std
ID_B6TIIEIQJ,45.88264065762537,child_observe_total,child_observe_concentrated,child_age,child_observe_diligent,child_observe_attentive,teacher_emotional_total,child_observe_general,enrollment_duration,child_years_in_programme,teacher_emotional_met,child_observe_interested,pri_fees_amount_mean_enum,teacher_emotional_understand,count_register_year_2020,count_staff_qual_nqf4_5_std_enum
ID_7UZ66G4L8,55.99268481761855,teacher_emotional_total,child_observe_total,child_observe_diligent,child_observe_attentive,child_observe_total_mean_enum,child_gender,child_observe_total_mean,id_ward_mean_enum,count_register_year_2017,teacher_emotional_selfstarter,id_ward_mean,child_date_month_std_enum,pri_funding_subsidy_mean_enum,id_mn_n_std_enum,child_age
ID_WYP2V4JWK,34.93415328294527,teacher_emotional_total,child_observe_diligent,child_observe_total,child_height,child_observe_attentive,child_months_enrolment,child_zha,teacher_social_total,count_children_present,enrollment_duration,child_observe_total_mean_enum,obs_materials,count_register_gender_female,count_register_year_2020,teacher_emotional_met
ID_HEKRYM1A4,49.06094635288651,child_observe_total,teacher_emotional_total,child_observe_concentrated,child_observe_diligent,child_observe_attentive,pri_language,count_children_present,pri_time_open_minutes,child_observe_general,child_enrollment_age,child_observe_interested,teacher_emotional_total_mean_enum,teacher_emotional_understand,count_register_year_2020,id_ward_n
ID_6R9STZK86,59.24034870588599,child_age,child_date_month,count_register_race_african_std_enum,enrollment_duration,count_register_race_std_enum,count_register_race_african_std,count_staff_qual_nqf4_5_std_enum,count_register_race_std,child_observe_total_mean,count_staff_gender_female_std_enum,count_staff_qual_nqf6_9_std_enum,child_observe_total_mean_enum,count_staff_salary_paid_std_enum,child_gender,mn_best
ID_ABMQ8URI7,46.714267578915205,child_height,child_observe_diligent,child_observe_attentive,child_observe_total_mean_enum,count_staff_qual_nqf4_5_std_enum,child_observe_total_mean,pri_capacity,count_staff_salary_paid_std_enum,pri_funding_subsidy_mean_enum,child_observe_general,child_date_month_std_enum,pri_calc_time_close,child_zha,id_facility,child_years_in_programme
ID_W1X2S8XHA,74.94804263455563,child_age,child_observe_attentive,child_height,child_observe_total,child_age_group,child_age_child_height_multiply,ses_proxy,pri_fees_amount,pri_fees_amount_pv_pri_fees_amount_multiply,child_zha,child_age_mean_enum,teacher_emotional_total_pri_fees_amount_multiply,child_observe_total_mean_enum,teacher_emotional_adjust,child_date_day_std_enum
ID_51ON1WCV7,45.29749653171958,child_observe_total,child_zha,teacher_emotional_total,child_height,child_observe_concentrated,child_observe_diligent,child_observe_attentive,child_gender,pri_calc_time_close,pri_separate,obs_materials,child_dob_day_mean_enum,teacher_emotional_understand,teacher_emotional_total_std,child_date_day_mean_enum
ID_CEM6103TG,27.86267706527424,child_observe_attentive,child_observe_total_mean_enum,pri_funding_subsidy_mean_enum,obs_materials_12,child_dob_day_mean_enum,longitude,obs_handwashing_1,ward_best_std_enum,child_date_day_mean_enum,id_mn_n_std_enum,pri_year_std,quintile_std_enum,count_children_attendance_mean,count_register_year_2020,pri_funding_subsidy_mean
ID_L9JKBJLMK,61.69363185694797,teacher_emotional_total,child_observe_concentrated,child_observe_diligent,child_observe_attentive,child_observe_general,child_observe_total_mean_enum,child_gender,child_date_month_std_enum,child_observe_interested,child_age_child_height_divide,child_years_in_programme,id_ward_mean_enum,child_observe_total_mean,teacher_emotional_selfstarter,id_ward_mean
ID_ZCMEZ9J1D,42.74200107161184,child_age,child_age_group,id_ward_mean_enum,child_age_child_height_divide,child_gender,ses_proxy,teacher_emotional_selfstarter,pri_year_mean,child_zha,pri_funding_subsidy_mean_enum,id_ward_mean,child_date_day_mean,count_staff_qual_nqf6_9_mean_prov,pri_time_open_hours_mean,teacher_emotional_understand
ID_OZL0JA0FH,30.728593272730553,child_gender,count_register_race_african_std_enum,child_observe_total_mean_enum,count_staff_salary_paid_std_enum,child_years_in_programme,count_register_race_std_enum,count_register_year_2020,count_staff_qual_nqf6_9_std_prov,count_children_present,language_child,teacher_social_total,child_enrollment_age,count_staff_contract_mean_prov,id_facility,language_assessment
ID_W1TNT3GRG,37.72860048165016,child_observe_total,teacher_emotional_total,child_observe_concentrated,child_observe_diligent,child_zha,child_observe_attentive,child_age_child_height_divide,teacher_emotional_selfstarter,teacher_emotional_understand,pra_agency_understand,obs_materials_6,teacher_social_nonaggressive,count_register_gender_female_std,obs_materials_12,child_dob_day_mean_enum
ID_EO78K6JAR,43.57500743077584,id_facility,child_gender,child_observe_total_mean_enum,teacher_duration,child_observe_total_mean,pri_funding_subsidy_mean_enum,id_ward_mean_enum,longitude,child_age_child_height_divide,child_years_in_programme,id_ward_mean,count_register_year_2017_mean,teacher_emotional_total_mean_enum,count_register_year_2020,teacher_duration_std
ID_GG9WIQ0CG,67.51276280098554,child_dob_day_mean_enum,child_observe_total,child_date_month,child_observe_diligent,child_date_day_mean_enum,child_age_child_height_divide,child_observe_interested,child_date_month_std_enum,id_facility,pri_language,child_observe_attentive,count_register_gender_male_mean_enum,child_date_day,pri_time_open_hours_mean,child_age_std_enum
ID_JZEFKYXAV,36.517456550217204,child_observe_total,teacher_emotional_total,child_observe_diligent,child_observe_attentive,child_age_child_height_divide,teacher_social_total,teacher_emotional_understand,child_years_in_programme,child_observe_general,count_register_year_2017,teacher_emotional_selfstarter,teacher_emotional_met,teacher_social_nonaggressive,count_register_year_2020,count_register_year_2013_std_enum
ID_QA1OOY2G8,17.198700927485802,child_age,child_observe_total_mean_enum,child_observe_total_mean,child_enrollment_age,child_months_enrolment,count_register_race_coloured_std_enum,count_register_year_2020,count_register_race_other_mean_enum,child_dob_year,count_register_race_coloured_mean_enum,id_mn_n_std_enum,pri_fees_amount_mean_enum,pra_agency_choice,enrollment_duration,child_dob_year_std_enum
ID_EMK8OCWAH,28.192144837276313,child_gender,pri_separate,child_observe_interested,id_facility,count_register_year_2020,teacher_emotional_total_std,obs_materials_10,obs_area,teacher_emotional_total_mean_enum,obs_handwashing_1,pra_agency_choice,id_dc_n_mean_enum,latitude_longitude_divide,child_date_day_std,count_register_year_2017
ID_NAHD74339,24.173559844390653,pri_separate,child_enrollment_age,obs_materials,child_gender,child_observe_total_mean_enum,obs_handwashing_1,count_register_year_2020,teacher_social_nonaggressive,child_observe_general,obs_materials_12,pri_attendance,child_dob_year_std_enum,child_date_day,child_age_child_height_divide,count_staff_gender_female_std_prov
ID_BOWZ3YIOO,37.28940699688108,child_observe_total,child_observe_diligent,child_observe_attentive,id_facility,child_age_child_height_divide,child_years_in_programme,count_staff_salary_paid_std_enum,count_register_race_african_std_enum,teacher_social_total,count_register_gender_male_mean_enum,child_stunted,id_mn_n,count_staff_salary_std_enum,child_months_enrolment,teacher_emotional_understand
ID_MXOBC0CYK,62.76216493211348,child_observe_total,child_age,child_age_group,child_observe_concentrated,child_height,child_observe_diligent,child_zha,child_observe_attentive,child_dob_month,child_observe_general,child_age_mean_enum,child_observe_interested,count_toilets_children_mean,id_ward_mean_enum,teacher_emotional_understand
ID_M143FEUB7,67.94817052009724,child_observe_total,child_age,teacher_emotional_total,child_observe_concentrated,child_age_group,child_observe_diligent,child_height,child_observe_attentive,child_age_child_height_multiply,child_observe_total_mean_enum,child_observe_total_mean,id_facility,child_date_month_std_enum,teacher_emotional_selfstarter,count_register_year_2017
ID_6DPIOJQCP,48.68236130011205,child_height,child_zha,child_age,child_date_month,child_observe_diligent,enrollment_duration,teacher_emotional_total,child_observe_attentive,child_years_in_programme,teacher_emotional_met,count_staff_salary_paid_std_enum,count_staff_qual_nqf4_5_std_enum,child_observe_total,pri_fees_amount_mean_enum,child_date_day
ID_J3IHCPIMI,31.49175017660581,child_age,child_observe_attentive,child_years_in_programme,count_register_year_2020,child_dob_year,enrollment_duration,count_children_present_mean_enum,teacher_social_assistance,count_staff_contract_mean_prov,count_staff_gender_female_std,teacher_emotional_adjust,teacher_emotional_total_mean_enum,id_facility,child_dob_month,child_months_enrolment_mean_enum
ID_FZRK4J9KM,64.00096020692408,child_observe_total,child_dob_day_mean_enum,child_observe_concentrated,child_date_month,child_dob_day,child_observe_diligent,child_observe_attentive,child_observe_general,child_age_child_height_divide,child_gender,child_observe_interested,id_facility,latitude_longitude_divide,teacher_emotional_selfstarter,child_years_in_programme
ID_HLBUOAQYR,35.22594304689428,child_observe_diligent,child_observe_attentive,child_observe_total_mean_enum,child_observe_general,child_gender,pri_funding_subsidy_mean_enum,longitude,teacher_emotional_understand,child_observe_total_mean,pri_year_std,count_children_attendance_mean,ward_best_std_enum,teacher_emotional_selfstarter,sef_ind,id_enumerator_mean
ID_10RWYRUNR,49.424045312811266,child_age,teacher_emotional_total,child_age_group,child_height,child_age_child_height_multiply,ward_best,child_gender,count_staff_qual_nqf6_9_std_enum,latitude_longitude_divide,latitude,teacher_selfcare_total_std,id_ward_mean_enum,count_staff_salary_paid_std_enum,count_staff_qual_nqf4_5_std_enum,loc_group
ID_2TZCX6Z9V,36.50283307814895,ses_proxy,child_observe_diligent,child_gender,count_register_year_2020,teacher_emotional_understand,teacher_emotional_selfstarter,id_facility_mean_enum,pri_year_std,count_staff_gender_female_std,child_dob_day_mean_enum,id_dc_n_std_enum,child_zha_mean,teacher_social_cooperate,teacher_selfcare_total_std_enum,pri_fees_amount_pv_mean_enum
ID_RWTUYHWTO,60.72155806970524,teacher_emotional_total,child_age,child_age_group,ses_proxy,child_observe_diligent,child_observe_total_mean_enum,child_observe_total_mean,child_gender,id_ward_mean_enum,id_facility,quintile,count_register_year_2017,id_ward_mean,child_date_month_std_enum,teacher_emotional_selfstarter
ID_A39RYS3HX,45.8797620372076,child_observe_total,child_age,child_age_group,child_observe_concentrated,teacher_emotional_total,child_observe_attentive,child_dob_month,id_facility,count_register_year_2017,teacher_emotional_selfstarter,teacher_emotional_understand,count_register_year_2020,teacher_social_initiative,child_age_std,child_observe_interested
ID_7C8Y2CJBR,40.86927925822818,child_age,child_age_group,child_observe_total_mean_enum,teacher_social_total,child_observe_total_mean,pre_covid,id_ward_mean_enum,child_date_month_std_enum,latitude_longitude_divide,pri_funding_subsidy_mean_enum,child_observe_total_std_enum,teacher_emotional_selfstarter,id_ward_mean,count_register_year_2017_mean,count_register_year_2020
ID_FRVNI8YMR,66.41219542341125,child_age,child_observe_total,ses_proxy,child_age_group,child_observe_diligent,child_height,child_age_child_height_multiply,child_observe_attentive,child_observe_total_mean_enum,child_observe_total_mean,quintile,teacher_emotional_selfstarter,child_observe_interested,id_ward_mean,id_ward_mean_enum
ID_4JEAIUAUA,58.74432553028936,child_age,child_observe_total,child_zha,child_age_group,child_height,child_observe_attentive,child_observe_diligent,child_observe_interested,child_gender,child_dob_day_std,id_ward_mean_enum,child_age_child_height_multiply,child_zha_std_enum,loc_group,id_ward_mean
ID_SALADXKQT,22.884044958017956,child_observe_diligent,child_observe_attentive,child_gender,id_facility,teacher_emotional_understand,child_observe_total,child_months_enrolment,count_register_year_2020,teacher_emotional_selfstarter,teacher_social_cooperate,pra_agency_choice,teacher_social_nonaggressive,count_register_gender_female,child_dob_month_mean_enum,child_stunted
ID_O0AG71MDY,43.355806168960775,child_observe_concentrated,child_observe_attentive,child_observe_diligent,child_observe_general,child_observe_interested,child_observe_total_mean_enum,pri_time_open_minutes_mean_enum,child_date_month_std_enum,child_observe_total_mean,pri_funding_subsidy_mean_enum,ward_best_std_enum,count_register_year_2020,longitude,obs_materials_12,teacher_emotional_understand
ID_QGE7V5K75,65.83536705524203,child_age,child_age_group,child_age_mean_enum,teacher_selfcare_total_std,child_observe_total_mean_enum,pri_fees_amount_pv_std_enum,count_toilets_children_std_enum,pri_fees_amount_std_enum,child_observe_attentive,id_dc_n_std,child_dob_month_mean_enum,id_facility,id_mn_n_mean,id_enumerator_mean_enum,child_height_std_enum
ID_X97ZIQ7EP,46.1974682527023,ward_best,child_observe_attentive,child_gender,id_ward_mean_enum,id_ward_mean,child_dob_day_std_enum,count_register_year_2017_mean,child_age_child_height_divide,id_prov_n_std_enum,pri_funding_subsidy_mean_enum,child_observe_total_mean_enum,child_zha_std,count_register_year_2020,longitude,child_date_day_mean_enum
ID_Q8S2W8XPA,30.598459697358443,child_date_month,child_gender,teacher_social_total,child_observe_total_mean_enum,child_months_enrolment,child_observe_total_mean,child_enrollment_age,pri_attendance,pri_fees_amount_mean_enum,count_register_year_2020,teacher_social_nonaggressive,teacher_emotional_understand,count_staff_contract_mean_prov,child_date_day,teacher_emotional_total_std_enum
ID_QP8T95W8J,67.64763412851357,child_age,child_observe_total,ses_proxy,child_age_group,child_observe_diligent,child_observe_attentive,teacher_emotional_total,child_height,child_observe_total_mean_enum,child_observe_total_mean,quintile,id_facility,id_ward_mean_enum,count_register_year_2017,teacher_emotional_selfstarter
ID_52RWH3K6I,39.50636504659893,teacher_emotional_total,ses_proxy,child_observe_total_mean_enum,child_observe_total_mean,child_gender,child_enrollment_age,count_register_year_2020,child_years_in_programme,count_staff_time_full_mean,pri_fees_amount_mean_enum,count_staff_qual_nqf6_9_std,pri_year_std,count_register_race_other_std,teacher_emotional_understand,teacher_emotional_selfstarter
ID_GH4W2DKQS,46.50072269825814,child_height,child_zha,child_date_month,child_dob_month,child_gender,child_observe_attentive,child_years_in_programme,child_observe_total_mean_enum,child_age,child_date_month_std_enum,child_observe_total_mean,count_register_gender_female_std,obs_materials_12,child_date_day_mean_enum,child_age_std
ID_ZU4Y7EM9C,37.67895519353634,child_gender,child_age_child_height_divide,child_age,child_date_day,id_facility,child_observe_total_mean_enum,child_date_month_std_enum,ses_proxy,count_register_gender_male_mean_enum,teacher_emotional_selfstarter,child_date_day_mean_enum,count_children_attendance_std,child_observe_total_mean,child_date_day_std,child_months_enrolment
ID_MX4557TBH,56.05369510646405,child_age,child_age_group,child_observe_total,child_observe_diligent,child_observe_attentive,child_height,child_observe_total_mean_enum,child_observe_total_mean,child_gender,id_ward_mean,child_age_child_height_multiply,teacher_emotional_selfstarter,id_ward_mean_enum,child_observe_general,id_mn_n_std_enum
ID_LY68RY4JJ,59.15614652140627,child_dob_month_std,obs_materials,language_match_std_enum,child_height,child_date_month,child_zha,child_observe_total_mean_enum,child_observe_interested,child_observe_attentive,obs_equipment,child_observe_total_mean,count_register_year_2017_mean,child_gender,child_years_in_programme,child_dob_year_std
ID_CU45XJ5DV,58.68179850311204,child_age,child_observe_total,ses_proxy,child_age_group,child_observe_diligent,child_observe_attentive,child_observe_total_mean_enum,child_observe_interested,child_gender,child_observe_total_mean,quintile,id_ward_mean_enum,id_ward_mean,pri_funding_subsidy_mean_enum,teacher_emotional_selfstarter
ID_A66BF9YH8,29.022009810971294,child_age_std_enum,child_observe_total_mean_enum,child_gender,child_dob_day_std,child_age_child_height_divide,teacher_duration_mean_enum,longitude,child_date_month_std_enum,pri_funding_subsidy_mean_enum,child_dob_day_std_enum,ward_best_std_enum,teacher_emotional_total_mean_enum,child_grant,teacher_emotional_understand,id_facility_n
ID_HSPOEP3KD,46.26807385998799,teacher_emotional_total,ses_proxy,ward_best,pri_fees_amount,count_register_race_other,teacher_emotional_total_pri_fees_amount_pv_multiply,count_staff_qual_nqf4_5_std_enum,teacher_emotional_total_pri_fees_amount_multiply,child_observe_total_mean_enum,child_gender,count_register_race_std,ses_cat,pri_fees_amount_pv_std_enum,pri_fees_amount_pv_pri_fees_amount_multiply,pri_fees_amount_std_enum
ID_DEV35TSU5,61.5144322012724,child_observe_total,child_age,teacher_emotional_total,child_age_group,child_observe_diligent,child_observe_attentive,child_observe_total_mean_enum,child_observe_total_mean,id_ward_mean_enum,count_register_year_2017,id_ward_mean,teacher_emotional_selfstarter,latitude_longitude_divide,pri_funding_subsidy_mean_enum,child_date_month_std_enum
ID_FOINQRYBP,57.01989467449314,child_observe_total,child_zha,child_height,child_observe_attentive,child_observe_diligent,child_date_month,child_gender,count_register_year_2017_mean,id_ward_mean,child_date_day_mean_enum,pri_funding_subsidy_mean_enum,id_ward_mean_enum,latitude_longitude_divide,child_date_month_std_enum,id_facility
ID_QLU47WOXG,29.95304265487585,pri_year_std,child_stunted,count_children_present,obs_materials,obs_materials_12,teacher_social_assistance,count_register_year_2016_mean_enum,teacher_emotional_total_mean_enum,child_age_std,child_observe_total_mean_enum,teacher_emotional_understand,longitude_std_enum,quintile_std_enum,child_date_day_std_enum,child_dob_year
ID_AXZQCM89S,60.06053409638665,teacher_emotional_total,count_register_race_indian_mean_enum,count_register_race_indian_mean,child_observe_attentive,pri_fees_amount_std_enum,count_register_race_indian_std_enum,pri_fees_amount_pv_std_enum,count_staff_qual_nqf4_5_std_enum,count_register_year_2013_std_enum,count_register_race_std,id_ward_mean_enum,pri_funding_subsidy_mean_enum,child_observe_total_mean_enum,count_staff_qual_nqf6_9_std_enum,enrollment_duration
ID_UEI4Q7E5L,66.03062317697554,child_observe_total,child_observe_concentrated,child_zha,child_height,child_observe_attentive,child_observe_diligent,child_age,teacher_emotional_total,child_observe_total_mean_enum,child_observe_general,child_observe_interested,child_observe_total_mean,pri_fees_amount_mean_enum,count_register_race_coloured_std_enum,count_staff_salary_paid_std_enum
ID_S23WCQAY9,33.82867374712764,child_observe_total_mean_enum,child_dob_day_std,child_enrollment_age,child_observe_total_mean,pri_fees_amount_mean_enum,child_date_day,count_staff_salary_unpaid,count_register_year_2020,enrollment_duration,count_register_race_coloured_std_enum,obs_handwashing_1,child_observe_general,child_months_enrolment,teacher_selfcare_total_std,pri_fees_amount_pv_std_enum
ID_U3E297NA8,28.784255659524018,child_age_child_height_divide,obs_handwashing_1,obs_materials_12,quintile_std,child_zha,teacher_social_peers,count_register_year_2020,quintile_std_enum,id_mn_best,child_enrollment_age,child_years_in_programme,child_dob_day_std,teacher_social_nonaggressive,id_mn_n,child_date_day_std
ID_TLX39P87H,27.475113070565218,child_zha,child_height,child_gender,child_years_in_programme,child_observe_total_mean_enum,count_register_year_2017_mean,child_months_enrolment,pri_fees_amount_mean_enum,count_register_year_2020,pri_fees_amount,count_staff_contract_mean_prov,count_register_year_2018_mean_enum,obs_handwashing_1,pri_funding_subsidy_mean,child_age_child_height_divide
ID_Z2IN7EBF0,58.555994142068045,child_observe_total,child_observe_diligent,child_age,count_register_race_african_std_enum,child_observe_attentive,child_dob_day,count_register_race_std_enum,count_staff_salary_paid_std_enum,child_years_in_programme,obs_materials,child_enrollment_age,enrollment_duration,pri_capacity,teacher_emotional_total_std_enum,count_staff_salary_std_enum
ID_A9VYB3HAP,31.032172790951815,child_observe_total,child_observe_concentrated,child_observe_diligent,child_observe_attentive,child_enrollment_age,child_gender,obs_materials,count_children_present,count_register_year_2014,teacher_emotional_understand,count_register_year_school,teacher_social_peers,teacher_social_cooperate,teacher_social_nonaggressive,count_register_year_2020
ID_8RSR63TDR,59.092731626883115,teacher_emotional_total,child_observe_diligent,child_observe_attentive,teacher_emotional_total_pri_fees_amount_multiply,child_observe_total_mean_enum,teacher_emotional_total_pri_fees_amount_pv_multiply,child_observe_general,child_observe_concentrated,count_children_present,child_age_child_height_divide,count_staff_all_mean,child_observe_total_mean,child_observe_interested,id_ward_mean_enum,child_height_std
ID_G8LXFG5SP,45.385827126922166,child_observe_total_mean_enum,child_gender,child_observe_total_mean,count_register_race_std_enum,count_staff_qual_nqf4_5_std_enum,count_staff_qual_nqf6_9_std_enum,count_staff_salary_paid_std_enum,count_staff_all_std_enum,count_register_year_2020,count_register_race_african_std_enum,count_staff_qual_nqf6_9_std_prov,child_dob_day_std_enum,count_register_race_african_std,child_years_in_programme,child_age_child_height_divide
ID_W8KOIY49Q,56.47174828140641,child_observe_total,teacher_emotional_total,child_observe_concentrated,child_date_month,child_observe_attentive,count_register_race_african_std_enum,count_register_race_std_enum,child_gender,pri_fees_amount_std_enum,count_staff_qual_nqf6_9_std_enum,child_observe_total_mean,teacher_social_total,child_observe_general,count_register_race_indian_std_enum,pri_fees_amount_pv_std_enum
ID_79GHY8Z5B,73.06409422550135,child_age,child_observe_concentrated,child_age_group,child_observe_general,child_observe_attentive,child_observe_diligent,child_observe_total_mean_enum,child_height,language_match,child_observe_interested,latitude_std,child_date_month,child_observe_total_mean,id_facility,child_gender
